"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"02/15/2010","BA-201000661","Arborist Illegal Activity","1901 NISKEY LAKE RD SW, ATLANTA GA 30331","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"02/10/2010","BA-201000596","Arborist Illegal Activity","48 28TH ST NW, ATLANTA GA 30309","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"02/09/2010","BA-201000538","Arborist Illegal Activity","4610 BROOK HOLLOW RD NW, ATLANTA GA 30327","illegal removal","illegal removal","Closed - Illegal Activity",,
"02/02/2010","BA-201000412","Arborist Illegal Activity","2682 RIDGEMORE RD NW, ATLANTA GA 30318","Illegal Removal","Illegal Removal","Assigned",,
"01/29/2010","BA-201000372","Arborist Illegal Activity","2682 RIDGEMORE RD NW, ATLANTA GA 30318","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","No Violation Found",,
"01/29/2010","BA-201000375","Arborist Illegal Activity","127 LAUREL DR NE, ATLANTA GA 30342","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Assigned",,
"01/29/2010","BA-201000376","Arborist Illegal Activity","709 EAST PACES FERRY RD NE, ATLANTA GA 30305","ILEGAL REMOVAL","ILLEGAL REMOVAL","Closed - Illegal Activity",,
"01/20/2010","BA-201000194","Arborist Illegal Activity","715 SCHUYLER AVE SE, ATLANTA GA 30312","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Fine",,
"01/20/2010","BA-201000213","Arborist Illegal Activity","943 WOODLAND AVE SE, ATLANTA GA 30316","illegal removal","illegal removal","Fine",,
"01/19/2010","BA-201000173","Arborist Illegal Activity","3992 ARDEN WAY NE, ATLANTA GA 30342","Illegal Activity","Illegal Activity","Assigned",,
"01/15/2010","BA-201000164","Arborist Illegal Activity","391 HERRINGTON DR NE, ATLANTA GA 30342","illegal removal","illegal removal","Closed",,
"01/07/2010","BA-201000059","Arborist Illegal Activity","464 WEST WESLEY RD NW, ATLANTA GA 30305","Neighbor called to say an oak tree was removed from 464 W. Wesley Rd. and that large sections have been left in roadway at intersection of W. Wesley and Westover.  The only permit I see in system is from June 2009 for a dying maple.  Caller says that tree was in fact removed but that this is a different tree, an oak, which did not seem to by dying.  Two concerns:  1) get tree out of street; 2) take appropriate action if tree removal was not permitted.","Possible Illegal Removal","Closed - Illegal Activity",,
"01/06/2010","BA-201000042","Arborist Illegal Activity","1422 ATHENS AVE SW, ATLANTA GA 30310",,"ILLEGAL ACTIVITY",,,
"01/05/2010","BA-201000035","Arborist Illegal Activity","2066 BETHEL DR NW, ATLANTA GA 30314","Illegal removal","Illegal removal","Closed - Illegal Activity",,
"12/30/2009","BA-200900352","Arborist Illegal Activity","1001 WEST PACES FERRY RD NW, ATLANTA GA 30327","ILLEGAL REMOVAL","ILLEGAL REMOVAL","Closed - Illegal Activity",,
"12/30/2009","BA-200900360","Arborist Illegal Activity","2783 WYNGATE RD NW, ATLANTA GA 30305","ILLEGAL ACTIVITY","iLLEGAL ACTIVITY","Closed - Illegal Activity",,
"12/24/2009","BA-200900338","Arborist Illegal Activity","399 GOLF VIEW RD NW, ATLANTA GA 30309","illegal activity","illegal activity","Closed - Illegal Activity",,
"12/22/2009","BA-200900280","Arborist Illegal Activity","1422 ATHENS AVE SW, ATLANTA GA 30310","ILLEGAL ACTIVITY","ILLEGAL ACTIVITY","Closed - Illegal Activity",,
"12/22/2009","BA-200900297","Arborist Illegal Activity","806 SANDY CREEK DR NW, ATLANTA GA 30331","DDH","DDH","Assigned",,
"12/22/2009","BA-200900305","Arborist Illegal Activity","3905 THE HIGHLANDS NW, ATLANTA GA 30327","Illegal activity","Illegal activity","Assigned",,
"12/22/2009","BA-200900307","Arborist Illegal Activity","945 HAWICK DR NW, ATLANTA GA 30327","illegal activity","illegal activity","No Violation Found",,
"12/17/2009","BA-200900244","Arborist Illegal Activity","1858 KING CHARLES RD SW, ATLANTA GA 30331","Illegal Activity","Illegal Activity","Assigned",,
"12/16/2009","BA-200900210","Arborist Illegal Activity","2264 PRYOR RD SW, ATLANTA GA 30315","illegal activity","illegal activity","Assigned",,
"12/16/2009","BA-200900211","Arborist Illegal Activity","2268 PRYOR RD SW, ATLANTA GA 30315","Illegal activity","Illegal activity","No Violation Found",,
"12/16/2009","BA-200900212","Arborist Illegal Activity","2283 BAGWELL TER SW, ATLANTA GA 30315","Illegal Activity","Illegal Activity","No Violation Found",,
"12/16/2009","BA-200900214","Arborist Illegal Activity","8 WHITEWATER CREEK TRL NW, ATLANTA GA 30328","Illegal activity","Illegal activity","No Violation Found",,
"12/15/2009","BA-200900185","Arborist Illegal Activity","1945 WEST WESLEY RD NW, ATLANTA GA 30327","Illegal Activity","Illegal Activity","Assigned",,
"12/10/2009","BA-200900106","Arborist Illegal Activity","2144 ADAMS DR NW, ATLANTA GA 30318","Illegal Activity","Illegal Activity","Closed - Illegal Activity",,
